id,answer
75,"セキュリティの観点から、アクセスコードの再発行はしておりません。改めて最初からお問い合わせいただきますようお願いいたします。 なお、お忘れ物チャットでは、既存のお問い合わせが自動キャンセルとなるまで再度のお問い合わせができません。お急ぎの場合はJR東日本の駅またはJR東日本お問い合わせセンター（忘れ物）にて最初... 詳細表示

No：2018 公開日時：2022/02/22 18:00 更新日時：2022/07/05 14:01 カテゴリー： お忘れ物チャットの利用"
76,"同じ列車内の場合は、移動後の席で再度、グリーン券情報読取り部にタッチしてください。 詳細表示

No：978 公開日時：2021/10/25 10:00 更新日時：2022/06/29 11:40 カテゴリー： Suicaの利用"
77,"有効区間外まで乗り越しをされた場合には、乗り越しをされた区間分の所定（無割引）の運賃・料金を別途いただきますのでご了承ください。どこかにビューーン！ご利用条件につきましては、 こちら をご覧ください。 詳細表示

No：3152 公開日時：2023/07/31 10:00 カテゴリー： えきねっと"
78,"複数枚のICカード（SuicaやPASMOなど）を自動改札機にかざした場合、改札機では処理できないため、改札機のドアが閉まります。 私鉄との連絡定期券を発売できない区間をご利用の場合などは、引き続き磁気定期券をご利用ください。 【関連リンク】 Suica－改札機の通り方 JR線と私鉄・地下鉄線の定期券... 詳細表示

No：1141 公開日時：2023/11/29 10:00 更新日時：2023/11/29 11:08 カテゴリー： ICカードの相互利用サービス"
79,"「乗車船区間」及び「乗車券の種類（片道・往復・連続）」の欄は利用されるお客さま自身での訂正が可能です。 訂正箇所に二重線を引き、認印の捺印をお願いいたします。 ただし、「乗車船区間」については、変更後の営業キロが適用条件である101キロ以上となっている場合に限ります。 「乗車船区間」「乗車券の種類」... 詳細表示

No：2978 公開日時：2023/03/27 10:00 更新日時：2024/03/04 16:08 カテゴリー： 営業制度"
80,"保管期間を経過したお忘れ物は、他の駅や指定された警察署等へ移されます。保管期限を過ぎてしまった場合は、再度お問い合わせいただくようお願いいたします。 詳細表示

No：2017 公開日時：2022/02/16 10:00 更新日時：2022/07/05 13:53 カテゴリー： お忘れ物チャットの利用"
81,"IC運賃は、Suicaエリア内の駅においてICカードで自動改札機から入場し、同じSuicaエリア内の駅で自動改札機から出場したときに適用する1円単位の運賃です。 なお、首都圏の電車特定区間ではない「幹線」エリア、「地方交通線」エリア、仙台のSuicaエリア、新潟のSuicaエリア、青森のSuicaエリア、盛... 詳細表示

No：998 公開日時：2024/03/16 00:00 カテゴリー： 営業制度"
82,"定期券や普通回数券は、列車の運休により引き続き5日以上使用できなくなった場合に限り、払いもどしや有効期間の延長をいたします。なお、他の交通機関による振替乗車・代行輸送をご利用になった場合は使用したことになります。 【関連リンク】 きっぷに関するご案内－事故などの場合の取り扱い〈列車が遅れた場合〉 詳細表示

No：958 公開日時：2018/07/05 09:42 更新日時：2024/03/04 15:55 カテゴリー： きっぷの購入・変更・払い戻し"
83,"停止することができます。 設定の変更が必要ですので、Suicaエリア内の主な駅の有人改札口にお申し出ください。モバイルSuica定期券をご利用のお客さまは、モバイル端末上から設定変更を行うことができます。 【関連リンク】 Suica－利用可能エリア Suica定期券の利用 詳細表示

No：1028 公開日時：2023/11/29 10:00 カテゴリー： Suicaの利用"
84,"振替輸送区間での途中下車はできません。途中下車を希望される場合、別途精算が必要となります。 なお、別の振替輸送機関へ乗り継ぎをされるためにJRの改札を出場される場合は、改札係員にご事情をお伝えください。 詳細表示

No：2769 公開日時：2022/12/09 10:00 更新日時：2024/03/04 16:46 カテゴリー： 振替輸送"
85,"JR東日本内の新幹線および特急・急行列車、快速・普通列車については全面禁煙です。 ただし以下の列車には喫煙号車がございます。 サンライズ瀬戸・出雲 ※その他、一部の臨時列車 詳細表示

No：1092 公開日時：2020/09/18 16:55 更新日時：2022/07/05 13:44 カテゴリー： 駅設備・サービス"
86,"モバイルSuicaについては、弊社ウェブサイトでご覧いただけます。 詳細については、下記リンク「モバイルSuica」をご覧ください。 また、「よくあるご質問」もあわせてご覧ください。 【関連リンク】 モバイルSuica トップページ モバイルSuica－よくあるご質問 詳細表示

No：1129 公開日時：2023/11/28 10:00 更新日時：2023/11/29 11:24 カテゴリー： モバイルSuica"
87,"これまで弊社では、「優先席付近では携帯電話の電源をお切りください。それ以外では、マナーモードに設定の上、通話はご遠慮ください。」と、お客さまに呼びかけてまいりました。 そして2015年10月1日から弊社を含む関東、東北、甲信越の鉄道事業者37社とともに内容を統一し、「優先席付近では混雑時には携帯電話の電源を... 詳細表示

No：1090 公開日時：2018/07/05 09:43 更新日時：2022/07/05 13:43 カテゴリー： マナー"
88,"有効な「青春18きっぷ」をお持ちのお客さまが「青春18きっぷ北海道新幹線オプション券」をお求めいただくことで、北海道新幹線の奥津軽いまべつ～木古内間及び道南いさりび鉄道の木古内～五稜郭間をそれぞれ片道１回ご利用いただけます。 【関連リンク】 おトクなきっぷ 詳細表示

No：961 公開日時：2021/10/25 10:00 更新日時：2022/06/29 14:50 カテゴリー： おトクなきっぷ"
89,"新幹線車両の主な車内設備については、下記リンクをご覧ください。 【関連リンク】 車内の主な設備紹介 AED（自動体外式除細動器）設置のご案内 詳細表示

No：1116 公開日時：2024/03/12 10:00 カテゴリー： 車内設備・サービス"
90,"イベントなどの広告関係の業務は、弊社のグループ会社である（株）ジェイアール東日本企画に委託しております。 詳細につきましては、（株）ジェイアール東日本企画でお問い合せを受付けております。下記リンクよりお問い合わせください。 【関連リンク】 株式会社ジェイアール東日本企画 詳細表示

No：1080 公開日時：2021/06/07 20:30 更新日時：2022/07/13 17:50 カテゴリー： その他のお問い合わせ"
91,"■首都圏エリアでお求めになったSuicaは、仙台、新潟、青森、盛岡、秋田エリアでもお使いいただけます。 （東京モノレール・東京臨海高速鉄道発行のものも同様です） ■仙台、新潟、青森、盛岡、秋田エリアでお求めになったSuicaでも、首都圏エリア（およびPASMOエリア）でお使いいただけます。 ■東京→... 詳細表示

No：1052 公開日時：2023/07/19 10:00 カテゴリー： Suicaの利用"
92,"新幹線の回数券は、有効期間内で表紙を含むすべての券が未使用の場合に、払いもどしをしております。 なお、払いもどしには手数料がかかります。 【関連リンク】 きっぷの払いもどし 新幹線回数券 詳細表示

No：996 公開日時：2021/10/25 10:00 更新日時：2022/06/29 14:50 カテゴリー： きっぷの購入・変更・払い戻し"
93,"JR東日本の一部の新幹線には、荷物置き場の設置がございます。また、荷物置き場がない車両の場合は、お足元に置いて保管いただくようお願いいたします。いずれの場合も、お品物の管理や保管はお客さまご自身でお願いいたします。 詳細表示

No：2980 公開日時：2023/12/08 10:00 カテゴリー： 車内設備・サービス"
94,"お忘れ物チャットで入力いただいた来駅日時を過ぎても、お忘れ物の保管期限まではそのまま駅でお受け取りいただくことが可能です。 詳細表示

No：2016 公開日時：2022/02/16 10:00 更新日時：2022/07/05 13:53 カテゴリー： お忘れ物チャットの利用"
95,"自動改札機において、チャージ残額が1,000円以下になったことをアラーム音（ピピピッ）でお知らせできます。 設定の変更が必要ですので、Suicaエリア内の改札係員までお申し出ください。モバイルSuicaをご利用のお客さまは、モバイル端末上から設定変更を行うことができます。 【関連リンク】 改札機通過時の... 詳細表示

No：1030 公開日時：2024/03/11 10:00 カテゴリー： Suicaの利用"
96,"お客さまのモバイル端末 (モバイルSuica)のほか、首都圏Suicaエリア内のJR東日本の駅の指定席券売機、多機能券売機、みどりの窓口でお求めいただけます。なお、対象券種は通勤定期券（Suica・モバイルSuica)となります。 ※JR東日本以外の鉄道事業者ではお求めいただけません。 ※通学定期券、グリ... 詳細表示

No：2953 公開日時：2023/03/18 00:00 更新日時：2024/03/04 16:47 カテゴリー： 定期券"
97,"お求めになった当日1回限り有効です。 （ただし、日付が変わる場合でもお求めいただいた当日の終電まではご利用いただけます。） 詳細表示

No：981 公開日時：2021/10/25 10:00 更新日時：2024/03/04 15:58 カテゴリー： Suicaの利用"
98,"ベビーカーは折りたたまずご乗車していただけますが、ご利用の際に、周囲のお客さまへの配慮をお願いいたします。 駅構内、列車内でのベビーカーの利用については、弊社ホームページの「ベビーカーの安全なご利用のために」をご確認ください。 詳細表示

No：2983 公開日時：2023/03/27 10:00 カテゴリー： 車内設備・サービス"
99,"ICチップが搭載されているカードをご利用の場合、暗証番号の入力が必要となります。ICチップが搭載されていないカードをご利用の場合にはサインをお願いしております。なお、一部商品の購入時は、ICチップが搭載されていないカードであっても、サインの他に暗証番号の入力が必要となりますので、ご了承ください。 詳細表示

No：1251 公開日時：2022/11/30 10:00 更新日時：2023/07/14 16:54 カテゴリー： きっぷの購入・変更・払い戻し"
100,"一部のデッキ付きの車両には、授乳スペースとしてもご利用いただける多目的室を設置しております。新幹線車両の主な車内設備については、「新幹線車内設備のご案内」でご確認いただけます。 なお、多目的室は、お身体の不自由なお客さま、体調のすぐれないお客さま、授乳をされるお客さまなどがご利用いただけます。ご希望の際には... 詳細表示

No：1115 公開日時：2022/09/20 10:00 カテゴリー： 車内設備・サービス"
101,"のマークがついているSuicaであれば、Suicaの種類にかかわらず、特別な手続きを行わずにお買い物にご利用いただくことができます。 マークのないSuicaは、鉄道でのご利用にはこれまでどおりご利用になれますが、店舗でのお買い物には対応していません。 【関連リンク】 Suica－お買い物 Suic... 詳細表示

No：1047 公開日時：2021/10/25 10:00 更新日時：2022/11/16 13:55 カテゴリー： Suicaの利用"
102,"・現在お持ちのSuica が無記名のものであれば、 障がい者用Suica（本人）・障がい者用Suica（介護者）どちらへの変更も可能です。 ・障がい者（本人）のお客さまが、お手持ちのMy Suica（記名式）を障がい者用Suica （本人）に変更することは可能です。 ・障がい者用Suica（介護者）は、任意の... 詳細表示

No：2959 公開日時：2023/07/25 10:00 更新日時：2024/03/04 16:49 カテゴリー： Suicaの購入"
103,"東北新幹線は、列車により北海道新幹線と直通している場合がございますため、 お忘れ物が拾得された区間によってお問合せ先が異なります。 お手数をおかけいたしますが、JR東日本のほか、JR北海道へもお問い合わせください。 ・JR東日本のお問合せ先 「駅（または列車）に忘れ物をしました。どこに問い合わせれ... 詳細表示

No：2874 公開日時：2023/03/15 10:00 カテゴリー： 忘れ物をした時"
104,"どこかにビューーン！はお客さまにご選択いただいた4択の行き先候補・ご旅行の期日・時間帯に沿って、ランダムに決まった行き先まで指定列車にて往復乗車いただくサービスであることから、お客さまのご都合による行き先の変更は承っておりません。 詳細表示

No：3153 公開日時：2023/11/30 00:00 更新日時：2023/11/30 14:41 カテゴリー： えきねっと"
105,"払戻しは、有効期間内で未使用に限り、お買い求めいただいた商品を発売している箇所で取扱います。（別途払戻手数料がかかります） 列車やバスの運行不能による払戻しはいたしません。あらかじめご了承ください。 詳細はおトクなきっぷの各商品ページをご参照ください。 【関連リンク】 おトクなきっぷ 詳細表示

No：1524 公開日時：2021/06/01 10:00 更新日時：2022/06/29 14:53 カテゴリー： きっぷの購入・変更・払い戻し"
106,"他の鉄道会社線（私鉄・地下鉄線）とJR東日本線の区間が1枚になったSuica連絡定期券（2区間定期券を含みます）をお求めいただけます。 なお、一部の区間はお求めいただけません。 また、発駅・着駅がともに他の鉄道会社線の駅となる定期券は発売いたしません。 ※仙台エリアでは、JR-バスとなるSuica連絡定... 詳細表示

No：1071 公開日時：2021/10/25 10:00 更新日時：2024/03/04 16:04 カテゴリー： Suicaの利用"
107,"弊社では2019年9月より、訪日外国人旅行者向けのSuicaカード「Welcome Suica」の販売を開始しています。 Welcome Suicaは以下のウェブサイトにて9言語（英語・中国語（簡体字・繁体字）・韓国語・タイ語・インドネシア語・フランス語・ドイツ語・スペイン語）でご案内しております。 ■多言... 詳細表示

No：1483 公開日時：2023/11/28 10:00 更新日時：2023/11/28 14:51 カテゴリー： インバウンド"
108,"「レール＆レンタカーきっぷ」とは、JR線と駅レンタカーを組み合わせた割引きっぷです。ご利用条件を満たせば、JR線の運賃が20％割引・特急料金やグリーン料金が10％割引となります。 主なご利用条件は、以下のとおりとさせていただいております。 （1）JR線と駅レンタカーを連続した行程で利用し、JR線を片道... 詳細表示

No：1156 公開日時：2021/06/01 10:00 更新日時：2022/06/29 14:52 カテゴリー： おトクなきっぷ"
109,"高校生通学定期券から大学生通学定期券に変更される場合は、大学生の定期券をご購入いただき、高校生の定期券は、使用経過旬数（10日を1旬として計算）に相当する運賃及び手数料220円 を差し引いた残額を払いもどしいたします。 ※定期券の払いもどしの際は、ご本人であることを確認できるもの（学生証など）をお持ちくださ... 詳細表示

No：1004 公開日時：2021/10/25 10:00 更新日時：2024/03/04 16:01 カテゴリー： 定期券"
110,"いずれも、弊社ウェブサイトでご覧いただけます。 路線図につきましては下記リンク「路線図」を、駅の構内図につきましては各駅の情報ページから「構内図」をご覧ください。 【関連リンク】 路線図 駅構内図 詳細表示

No：1117 公開日時：2022/04/15 10:00 更新日時：2022/06/29 11:23 カテゴリー： 列車の時刻・運賃、ダイヤ、路線図"
111,"「バス定期券」についても、再発行されたSuicaに引き継がれます。 詳細表示

No：2757 公開日時：2022/12/01 10:00 カテゴリー： Suicaの利用"
112,"一部の区間を除き、弊社区間がオフピーク定期券の設定エリア（電車特定区間内）完結となる場合については、弊社区間はオフピーク定期券、他社線の区間は通常の定期券として組み合わせたSuica連絡定期券としてお求めいただけます。お取り扱いできない一部の区間につきましては、以下関連リンクよりご確認ください。 【関連リン... 詳細表示

No：2954 公開日時：2023/03/18 00:00 更新日時：2024/03/04 16:47 カテゴリー： 定期券"
113,"こども用My Suicaは、JR西日本のICOCAエリアをはじめとする全国相互利用エリアで利用可能です。また、こども用の全国相互利用サービス対象カードにつきましても、Suicaエリアをはじめとする全国相互利用エリアでご利用可能となります。 【関連リンク】 Suica－ご利用可能エリア My Suica（... 詳細表示

No：1132 公開日時：2023/11/29 10:00 更新日時：2023/11/29 10:21 カテゴリー： ICカードの相互利用サービス"
114,"お客さまご自身でインターネットから乗降介助の事前申込みをいただき、事前に駅の体制を整えることで、来駅から乗車介助開始までの時間を短縮し、快適なご利用環境の実現に向けたサービスです。詳しくは関連リンクをご確認ください。 【関連リンク】 JREおでかけサポートをご利用のお客さまへ 詳細表示

No：3308 公開日時：2024/02/26 06:00 カテゴリー： バリアフリー"
115,"8人以上のお客さまが同じ行程をご一緒に旅行される場合には、団体割引となります。 ◆団体運賃の計算 1人分の割引運賃（10円未満のは数は切り捨て）に人数を乗じて計算します。 ◆普通団体 ・1月11日～2月末日、6月、9月、11月1日～12月20日 … 15％引き ・1月1日～10日、3月1日～5月... 詳細表示

No：1169 公開日時：2024/03/16 00:00 カテゴリー： 営業制度"
116,"Suicaに磁気のイオカード、オレンジカードでチャージはできません。 【関連リンク】 Suica－入金（チャージ） 詳細表示

No：1065 公開日時：2024/03/11 10:00 カテゴリー： Suicaの利用"
117,"iPhoneでのSuicaサービスについては、弊社ウェブサイトでご覧いただけます。 詳細については、下記リンク「Apple PayでのSuicaサービス」をご覧ください。 また、「よくあるご質問」もあわせてご覧ください。 【関連リンク】 Apple PayでのSuicaサービス Suica Ap... 詳細表示

No：956 公開日時：2023/11/28 10:00 更新日時：2023/11/28 14:59 カテゴリー： その他"
118,"まずは、JRE POINT専用サイト内「よくいただくご質問」をご確認ください。 https://faq.jrepoint.jp/faq/show/1?category_id=85&site_domain=default 詳細表示

No：2997 公開日時：2023/04/06 17:55 カテゴリー： 個人情報受付窓口"
119,"通勤車両においては、駅ごとにドアが開くことで換気されていますが、窓を開けることで走行中も換気されます。これらに加えて空調装置で外気を定期的に取り入れ、換気をさらに促進します。このような換気を組み合わせることで、車内の空気は概ね2～3分に1回入れ替わります。新幹線・在来線特急車両においては、窓は開かないものの、空調... 詳細表示

No：2871 公開日時：2023/03/15 10:00 カテゴリー： 車内設備・サービス"
120,"オンライン販売サポートデスクに電話が繋がらない場合は、以下のお手続きをお願いいたします。 ※チケット類発行前の方はWEBサイト上からの取消しが可能です。「びゅうトラベル」WEBサイトより取消方法をご確認ください。 ※チケット類発行済みの方は以下のお手続きをお願いいたします。 ・宿泊先への取消のご連絡をお願い... 詳細表示

No：1401 公開日時：2022/11/30 10:00 カテゴリー： 旅行商品"
121,"通勤定期券や通学定期券を新規購入する際、パソコンや携帯情報端末からの簡単操作で、事前にインターネットで申込みを完了しておくと、JR東日本の駅の指定席券売機またはJR東日本の駅のみどりの窓口で定期券をスピーディーに購入＆受取ることができます。 その他の詳細については、下記リンク「ネットde定期」をご覧ください。 ... 詳細表示

No：1122 公開日時：2023/12/08 10:00 カテゴリー： 定期券"
122,"現在、JR東日本管内の駅には「NewDays（ニューデイズ）」というコンビニエンスストアがございます。 「NewDays」は、駅をご利用になるお客さまの多様なニーズに応えてまいります。 詳しくは　NewDays（エキナカポータル） 　をご覧ください。 【関連リンク】 エキナカポータル（株式会社JR... 詳細表示

No：1087 公開日時：2021/06/07 16:00 更新日時：2022/07/13 17:51 カテゴリー： 駅設備・サービス"
123,"JR東日本には、車両のメンテナンスを担当する総合車両センター6箇所のほか、車両の製造を担当するグループ会社があります。一般公開の有無・実施日時につきましては毎年異なりますので、弊社ウェブサイトまたは駅等の掲示板等でお知らせいたします。 【車両のメンテナンスを担当する総合車両センター】 ・東京総合車両センタ... 詳細表示

No：1075 公開日時：2023/11/14 15:00 カテゴリー： その他のお問い合わせ"
124,"Suicaでのお買い物に関するお問い合わせは、お買い物をされた店舗に直接お問合せください。 【関連リンク】 Suica－お買い物 詳細表示

No：1041 公開日時：2021/10/25 10:00 更新日時：2022/11/16 13:53 カテゴリー： Suicaの利用"
125,"障がい者ご本人が駅にお越しいただくことが難しい場合、代理の方でもお手続きができます。 この場合も、身体障害者手帳または療育手帳原本のご呈示が必要です。 有効期間延長については、身体障害者手帳または療育手帳原本のほか、「障がい者用Suica」「介護者用Suica」を一緒にお持ちください。 詳細表示

No：3446 公開日時：2024/04/26 10:00 カテゴリー： 営業制度"
126,"当社のプラットホームは比較的古い構造のものが多いため、ホームドアの設置に当たっては大規模な構造改良が必要となります。また、最終電車から始発電車までの合間での夜間工事となるため、工事期間が長くかかります。 ホームドアの早期導入につきましては、軽量で工期短縮可能なスマートホームドアの導入を積極的に進めるとともに、今... 詳細表示

No：1273 公開日時：2019/09/27 22:00 更新日時：2022/06/29 11:27 カテゴリー： 安全対策"
127,"Kitaca、PASMO、Suica、manaca、TOICA、ICOCA、PiTaPa、SUGOCA、nimoca、はやかけんのいずれかを1枚お持ちであれば、各サービスエリア内における鉄道・バス及び加盟店等の利用が可能となりますが、エリアをまたがったご利用はできません。 Suica等はそれぞれのエリア内でのご... 詳細表示

No：1009 公開日時：2023/11/29 00:00 更新日時：2023/11/29 09:46 カテゴリー： ICカードの相互利用サービス"
128,"チャージ残額がご希望のグリーン料金に満たない場合は、次の手順でお求めください。 ※改札口の中（ホーム等）の券売機では、Suicaの残額がグリーン料金に満たない場合だけ千円札1枚のみのチャージが可能です。（一部の券売機を除きます） 詳細表示

No：983 公開日時：2024/03/11 10:00 カテゴリー： Suicaの利用"
129,"一度に最大7名さま分のきっぷを購入可能ですが、ご購入いただく商品・割引等により異なる場合がございます。 詳細表示

No：2764 公開日時：2022/12/09 10:00 カテゴリー： きっぷの購入・変更・払い戻し"
130,"「サフィール踊り子」ではスマートフォン専用サイト「サフィールPay」から事前にご予約いただけます。メインメニューについては、予約時間ごとに提供数を限定しております。プレミアムグリーン（1号車）、グリーン車（5～8号車）のお客さまには、メインメニューをカフェテリア（4号車）でご提供いたしますが、グリーン個室（2～3... 詳細表示

No：1540 公開日時：2021/10/25 10:00 更新日時：2022/08/04 15:10 カテゴリー： 車内設備・サービス"
131,"「びゅう商品券」はJR東日本のみどりの窓口や、JR東日本グループの駅ビル・ホテル、全国のJTBや、百貨店、商業施設、家電量販店等でご利用いただけます。 「びゅう商品券」は、JR東日本グループの駅ビル等でお買い求めいただけるほか、インターネットからご購入いただくことも可能です。詳細につきましては、下記リンクを... 詳細表示

No：1081 公開日時：2024/03/11 10:00 カテゴリー： その他のお問い合わせ"
132,"障害者割引乗車券の購入及び使用の際は、必ず障害者手帳原本が必要となります。なお、障害者手帳の紛失等で再発行手続きをされている場合でも、障害者手帳のコピー等での障害者割引乗車券の発売はできかねますのでご注意ください。 詳細表示

No：2976 公開日時：2023/03/27 10:00 更新日時：2024/03/04 16:50 カテゴリー： きっぷの購入・変更・払い戻し"
133,"「サフィール踊り子」の食事メニューや車内販売品を事前に予約、決済できるシステムです。会員登録をしていただき、希望商品を選択、決済済みのチケットをアテンダントに見せていただくことで、商品を提供いたします。 なお、「サフィールPay」でのご予約は全てオンライン（クレジット）決済となります。 詳細表示

No：1541 公開日時：2023/11/22 10:00 カテゴリー： 車内設備・サービス"
134,"ホームドアにつきましては、お客さまの列車との接触や線路への転落を防止する目的として、整備を進めています。2021年12月に国が創設した鉄道駅バリアフリー料金制度も活用し、東京圏在来線主要路線の線区単位の330駅758番線へ、2031年度末頃までの整備を目指しています。 詳細表示

No：1272 公開日時：2022/08/19 10:00 カテゴリー： 安全対策"
135,"PASMOエリアでの利用駅についても印字されます。 駅名がJRと重なる場合には、「京王新宿」のように、私鉄側の駅名に事業者の略称が印字されます。 一方、バスをご利用された場合には、バス事業者名のみが印字されます。 【関連リンク】 Suica－履歴表示・印字・残額表示 Suica－ご利用可能エリア 詳細表示

No：1133 公開日時：2023/11/29 00:00 更新日時：2023/11/29 10:53 カテゴリー： ICカードの相互利用サービス"
136,"弊社の優先席は、基本的に向かい合わせに設置しております。優先席付近とは、この優先席同士を結んだスペースと、その周辺にある手すり、およびつり革周辺です。 【関連リンク】 お身体の不自由なお客さまへ－車内の主な設備紹介 詳細表示

No：1113 公開日時：2018/07/05 09:43 更新日時：2022/07/05 13:45 カテゴリー： 車内設備・サービス"
137,"お支払いの際に「Suicaで」とお申し付けください。 表示された金額をご確認の上、自動改札機と同じように音が鳴るまでSuicaをタッチするだけでお支払いが完了します。 【関連リンク】 Suica－お買い物 詳細表示

No：1043 公開日時：2021/10/25 10:00 更新日時：2022/11/16 13:54 カテゴリー： Suicaの利用"
138,"無料のサービスです。ただし、事前申込を実施する際に要した通信料や通話料はお客さま負担となります。 詳しくは関連リンクをご確認ください。 【関連リンク】 JREおでかけサポートをご利用のお客さまへ 詳細表示

No：3309 公開日時：2024/02/26 06:00 カテゴリー： バリアフリー"
139,"あいにく、ベビーカーを車内でお預かりさせていただくサービスはございません。 車内ではお客さまご自身で管理していただきますようお願いいたします。 詳細表示

No：2972 公開日時：2023/03/27 10:00 カテゴリー： バリアフリー"
140,"弊社ウェブサイトの「ニュースリリース」にて随時「臨時列車のお知らせ」として掲載するほか、「鉄道・きっぷの予約」カテゴリ内にある「臨時列車のお知らせ」ページでもお知らせいたします。 【関連リンク】 ニュースリリース 臨時列車のお知らせ 詳細表示

No：1118 公開日時：2022/04/15 10:00 更新日時：2022/06/29 11:23 カテゴリー： プレスリリース"
141,"共生社会の実現に向けて、すべてのお客さまに安心してご利用いただける快適な鉄道づくりは、当社のサービスに欠かせない要素となっています。 さらに高いレベルで鉄道の快適性や利便性を実現するため、さまざまな取り組みを進めています。 具体的には、バリアフリー法（高齢者、障害者等の移動等の円滑化の促進に関する法律）対... 詳細表示

No：1095 公開日時：2023/03/27 10:00 カテゴリー： バリアフリー"
142,"指定された列車の発車時刻の前であれば、何回でも変更できます。 変更の際は「きっぷ」本券と出発前の指定席券を窓口にお持ちください。 詳細表示

No：995 公開日時：2024/03/12 10:00 カテゴリー： きっぷの購入・変更・払い戻し"
143,"指定学校にかかわる申請は、以下の箇所で郵送のみ受付を行っております。申請書面に職印を押下のうえ、関係資料を添付し、郵送での申請をお願いします。なお、手続き完了まで約２~3箇月かかりますので、あらかじめご了承ください。 【送付先】 〒114-8550 東京都北区東田端二丁目20番68号 東日本旅客鉄道株式... 詳細表示

No：3267 公開日時：2023/12/21 18:00 更新日時：2024/03/04 16:07 カテゴリー： 営業制度"
144,"すべての新幹線に車いす対応座席の設備がございます。 ただし、「やまびこ」「なすの」の一部列車につきましては、車イス対応座席のある号車が自由席で運行される場合がございます。この場合、前もって車イス対応座席をご予約いただくことができません。ほかのお客さまがお座りになっていなければ、ご利用いただけます。 詳細表示

No：2982 公開日時：2023/12/08 10:00 カテゴリー： 車内設備・サービス"
145,"一部の駅ではございますがベビーカーレンタルサービス「ベビカル」がございます。(有料・予約制） 貸し出し場所や利用方法、料金等の詳細については関連リンクをご確認ください。 【関連リンク】 ベビカル 詳細表示

No：2911 公開日時：2023/03/27 10:00 カテゴリー： 駅設備・サービス"
146,"Suica電子マネー導入については、以下のリンク「Suica電子マネー導入のご案内」・「Suica電子マネー導入に関するお問い合わせ先」にてご案内を掲載しておりますので、ご確認いただきますようお願いいたします。 【関連リンク】 Suica電子マネー導入のご案内 Suica電子マネー導入に関するお問い合わ... 詳細表示

No：2430 公開日時：2022/11/28 10:15 更新日時：2023/07/14 16:54 カテゴリー： その他"
147,"「JR EAST PASS」をはじめとした訪日・在留外国人向けフリーパスなどの販売や引換を行っております。 また、JR-EAST Train Reservation に関するご案内も行っております。 弊社WEBサイト駅たびコンシェルジュをご確認ください。 【関連リンク】 駅たびコンシェルジュ 詳細表示

No：1538 公開日時：2024/03/16 00:00 カテゴリー： 旅行  ,  駅たびコンシェルジュ"
148,"「駅別乗車人員」は、各駅で新幹線及び在来線へ乗車されたお客さまの数を集計しており、当該駅から新幹線にご乗車されたお客さまが含まれています。なお、「新幹線駅別乗車人員」は、当該駅から新幹線にご乗車されたお客さまのほか、ほかの駅から乗車し新幹線へ乗換えたお客さまが含まれています。 詳細表示

No：1499 公開日時：2021/06/30 11:00 カテゴリー： その他のお問い合わせ"
149,"JR東日本ホテルズとして様々な業態のホテルを展開しており、その多くは駅の近くにあります。 （1）東京駅丸の内駅舎の中に位置し、100年以上の歴史を有する「東京ステーションホテル」 （2）首都圏や県庁所在地、新幹線停車駅を中心に展開している「メトロポリタンホテルズ」 （3）宿泊機能を主体とし、... 詳細表示

No：1106 公開日時：2021/06/04 20:15 更新日時：2022/07/13 17:52 カテゴリー： ホテル"
150,"のマークが掲出されているお店で、Suicaをお買い物にご利用になれます。 また、マーク、マーク、マーク、マーク、マーク、マーク、マーク、マークのあるお店でもお買い物にご利用になれます。 詳細表示

No：1044 公開日時：2021/12/17 19:00 更新日時：2022/11/16 13:55 カテゴリー： Suicaの利用"
151,"「えきねっと」ホームページ のえきねっとQ＆Aよくあるご質問をご覧いただきますようお願いいたします。 【関連リンク】 えきねっとQ＆Aよくあるご質問 https://secure.okbiz.jp/eki-net/?site_domain=default 詳細表示

No：999 公開日時：2022/01/11 10:00 更新日時：2024/06/06 14:02 カテゴリー： えきねっと"
152,"Apple PayでのSuicaサービスについては、弊社ウェブサイトでご覧いただけます。 詳細については、下記リンク「Apple PayでのSuicaサービス」をご覧ください。 また、「よくあるご質問」もあわせてご覧ください。 【関連リンク】 Apple PayでのSuicaサービス Suica... 詳細表示

No：957 公開日時：2023/11/28 10:00 更新日時：2023/11/28 15:07 カテゴリー： その他"
153,"弊社ウェブサイトで、報道機関向けに発表している資料（プレスリリース）を掲載しておりますのでご覧ください。 【関連リンク】 ニュースリリース 詳細表示

No：951 公開日時：2022/04/11 18:00 更新日時：2022/06/29 11:20 カテゴリー： プレスリリース"
154,"JR東日本では、鉄道を安心してご利用いただくための取り組みの一環として、新幹線の全編成、新幹線の停車駅ならびにお客さまのご利用の多い在来線の駅などにAEDを設置しております。設置駅の詳細につきましては関連リンクをご確認ください。 【関連リンク】 AED（自動体外式除細動器）設置のご案内 詳細表示

No：2886 公開日時：2023/03/15 10:00 カテゴリー： 駅設備・サービス"
